 order,family,genus,species,StemLengthMeters,VDbase um (Vessel diameter stem base micrometers),VDtip um (Vessel diameter stem tip micrometers),Datos crudos sobre hojas,Fuente general,Fuente herbario,Min. longitud total de la hoja (cm),Max. longitud total de la hoja (cm),Min. longitud del peciolo (cm),Max. longitud del peciolo (cm),Min. longitud de la lamina (cm),Max. longitud de la lamina (cm),Min. ancho de hoja o lamina (cm),Max. ancho de hoja o lamina (cm),Tipo de hoja (simple o compuesta),Long hoja (cm),Ancho hoja (cm),NOTAS,,,,
Sapindales,Simaroubaceae,Castela,peninsularis,1.72,42.81,9.43,"Leaves 10-20 mm long    //   Largo        1.5        1.54        1.45        1.51        1.3        1.27
Ancho        0.83        1.35        1.2        1.4        1.07        0.8
Peciolo        0.1        0.22        0.25        0.4        0.3        0.2
Long. Total        1.4        1.78        1.67        1.89        1.63        1.56
",https://books.google.com.mx/books/about/Baja_California_Plant_Field_Guide.html?id=wqi4uAAACAAJ&redir_esc=y,"United States National Herbarium, Smithsonian Institution (US), US00101772 || https://herbanwmex.net/portal/collections/individual/index.php?occid=2146571 || https://herbanwmex.net/portal/collections/individual/index.php?occid=21746438 || https://herbanwmex.net/portal/collections/individual/index.php?occid=2146572 || https://datosabiertos.unam.mx/IBUNAM:MEXU:784086",,,0.1,0.4,1.27,1.54,0.8,1.4,simple,,,,,,,
Saxifragales,Altingiaceae,Liquidambar,styraciflua,23.83,56.86,20.94,"Leaves: stipules linear-lanceolate, 3-4 mm, early deciduous, leaving 2 stipular scars adaxially near base of petiole; petioles (44-)60-100(-150) mm. Leaf blade palmately lobed, main lobes sometimes again dentate-lobed, 7-19(-25) × 4.4-16 cm",https://plants-jstor-org.pbidi.unam.mx:2443/compilation/liquidambar.styraciflua?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3DLiquidambar%2Bstyraciflua%2BL,,,,0.6,1,7,19,4.4,16,simple,,,,,,,
Saxifragales,Aphanopetalaceae,Aphanopetalum,resinosum,1.77,32.17,12.24,"Leaves ovate to lanceolate or elliptic, mostly 4–8 cm long, 15–30 mm wide, margins crenate to regularly toothed; lamina green and glossy, lower surface paler; petiole 2–5 mm long; stipules very small.",https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Aphanopetalum~resinosum,,4,8,0.2,0.5,,,1.5,3,simple,,,,,,,
Saxifragales,Grossulariaceae,Ribes,cucullatum,0.84,24.60,9.56,"Hojas con láminas de 10 a 18 x 10 a 18 mm, trilobadas, serradas, con la cara adaxial más oscura y nítida que la abaxial. Peciolo: 1.4, 1.2, 0.8,0.4,1.1; long hoja: 2,3,3.7,3.4,3.3",https://sib.gob.ar/especies/ribes-cucullatum,https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.k000432474?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3Dribes%2Bcucullatum   https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.k000815925?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3Dribes%2Bcucullatum,2,3.7,0.4,1.4,1,1.8,1,1.8,simple,,,,,,,
Saxifragales,Grossulariaceae,Ribes,magellanicum,1.50,28.13,12.03,"Las hojas tienen forma aovado-orbicular y miden entre 2 y 6 cm de largo, son arrugadas y ásperas, de bordes doblemente dentados.  Ancho hoja: 2.8, 1.8,1.6,2,1.9; long lamina: 1.4,2.1,1.7,1.7, 2; peciolo: 0.9, 0.8, 1.1,0.7,1",https://sib.gob.ar/especies/ribes-magellanicum?,https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.p00709770?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3D%2528ribes%2Bmagellanicum%2529   https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.p00709769?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3D%2528ribes%2Bmagellanicum%2529,2,6,0.7,1.1,1.4,2.1,1.9,2.8,simple,,,,,,,
Saxifragales,Haloragaceae,Gonocarpus,teucrioides,0.79,14.66,7.97,"Leaves decussate, ovate, obtuse, rounded to cordate basally; lamina 0.7–1.5 cm long; margins thickened, with 10–12 teeth; petiole 1–2 mm long. Leaves decussate, ovate, mostly 5–15 mm long, 5–10 mm wide, margins thickened, toothed, sparsely to densely hairy with spreading coarse hairs; shortly petiolate.",https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Gonocarpus~teucrioides   http://www.anbg.gov.au/abrs/online-resources/flora/redirect.jsp,,0.5,1.5,0.1,0.2,0.7,1.5,0.5,1,simple,,,,,,,
Saxifragales,Hamamelidaceae,Hamamelis,virginiana,6.72,31.79,11.39,"Leaves not persistent in winter; petioles 6-15(-20) mm. Leaf blade broad-elliptic to nearly rounded or obovate, 3.7-16.7 × 2.5-13 cm, base strongly oblique and rounded, sometimes somewhat cuneate and weakly oblique, apex acute to short-acuminate or broadly rounded; surfaces abaxially pale green, not glaucous.",https://plants-jstor-org.pbidi.unam.mx:2443/compilation/hamamelis.virginiana?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3DHamamelis%2Bvirginiana,,9.7,31.7,6,15,3.7,16.7,2.5,13,simple,,,,,,,
Saxifragales,Hamamelidaceae,Noahdendron,nicholasii,13.06,47.59,24.36,"Leaves oblong to elliptic, acuminate; lamina to 30 cm long and 10 cm wide, attenuate at base; petiole 0.8–1.5 cm long; stipules asymmetrically ovate, attenuate at base, to 2 cm long, 1 cm wide. ",http://www.anbg.gov.au/abrs/online-resources/flora/redirect.jsp,,,,0.8,1.5,12,28,,,simple,21.15,10,,,,,
Saxifragales,Tetracarpaeaceae,Tetracarpaea,tasmannica,0.48,14.10,6.88,"Leaves simple, 9–32 mm long, 4–12 mm wide, shortly petiolate; lamina obovate, shining, apex rounded, base narrowed into petiole, veins pinnate, slightly indented on adaxial surface, margin unequally and bluntly serrate, the teeth gland tipped.  The leaves are elliptic to oblanceolate, about 25 mm long and 8 mm wide, on a petiole about 2 mm long. The veins are prominent and end near the margin. The margins are serrate or crenate. On both surfaces, the epidermis is covered by a thick cuticle.",https://www.researchgate.net/profile/Marco_Duretto/publication/265658654_52_TETRACARPAEACEAE/links/5580a89c08ae607ddc32276c/52-TETRACARPAEACEAE.pdf   https://en.wikipedia.org/wiki/Tetracarpaea,,0.9,3.2,0,0.2,,,0.4,1.2,simple,,,Unresolved name,,,,
Solanales,Convolvulaceae,Convolvulus,nodiflorus,1.00,38.47,19.43,"Hojas simples, 3–9 X 2–5 cm, MEDICIONES (solo peciolo): 1.63; 2.12; 0.71; 0.65; 0.72",http://www.worldfloraonline.org/,https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.br0000013307233?searchUri=si%3D1%26filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3DConvolvulus%2Bnodiflorus https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.p03547841?searchUri=si%3D26%26filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3DConvolvulus%2Bnodiflorus https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.s12-2231?searchUri=si%3D1%26filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3DConvolvulus%2Bnodiflorus https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.s12-2344?searchUri=si%3D1%26filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3DConvolvulus%2Bnodiflorus https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.b%20-w%2003649%20-01%200?searchUri=si%3D1%26filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3DConvolvulus%2Bnodiflorus ,3,9,,,,,2,5,simple,,,Herbario (solo peciolo) (1 isotipo),,,,
Solanales,Convolvulaceae,Decalobanthus,peltatus,55.00,303.71,37.20,"petioles about 3-24 cm long, leaf blades about 7.5-25 x 7-20 cm",http://www.canbr.gov.au/cpbr/cd-keys/RFK7/key/RFK7/Media/Html/entities/Decalobanthus_peltatus.htm,,10.5,49,3,24,7.5,25,7,20,simple,29.75,13.5,Unresolved name,,,,
Solanales,Convolvulaceae,Ipomoea,bracteata,10.10,156.47,27.92,"hojas subsésiles, sésiles o pecioladas, peciolo de 1 a 4 cm de largo, lámina foliar ovada, de 1.5 a 9.5 cm de largo, de 1.2 a 7 cm de ancho",http://inecolbajio.inecol.mx/floradelbajio/documentos/fasciculos/ordinarios/Convolvulaceae%20I%20151.pdf,,,,0,4,1.5,9.5,1.2,7,simple,,,,,,,
Solanales,Convolvulaceae,Ipomoea,indica,7.25,163.88,35.81,"Leaf-blades 3–17 x 3–16 cm, entire to deeply 3-lobed, cordate at the base, acuminate at the apex, appressed pilose; petiole 1.5–6(–18) cm long",https://plants-jstor-org.pbidi.unam.mx:2443/compilation/ipomoea.indica?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3D%2528Ipomoea%2Bindica%2529,,4.5,23,1.5,6,3,17,3,16,simple,13.75,9.5,,,,,
Solanales,Convolvulaceae,Ipomoea,pes_caprae,11.64,142.21,15.43,"Leaf-blades almost orbicular to elliptic, 3–10 x 3–10.5 cm, rounded to cordate at the base, ± emarginate at the apex to deeply 2-lobed; petiole 2–17 cm long, with 2 glands at the apex",https://plants-jstor-org.pbidi.unam.mx:2443/compilation/ipomoea.pes-caprae?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3DIpomoea%2Bpes-caprae,,5,27,2,17,3,10,3,10.5,simple,16,6.75,,,,,
Solanales,Convolvulaceae,Ipomoea,wolcottiana,14.20,144.20,48.52,Hojas 3.2-11.5 × 2.2-7 cm. MEDICIONES (solo peciolo): 1.70; 7.16; 4.27; 4.98; 2.65,http://www.worldfloraonline.org/taxon/wfo-0001298453,https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.ny00547077?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3DIpomoea%2Bwolcottiana https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.us00111494?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3DIpomoea%2Bwolcottiana https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.us00111493?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3DIpomoea%2Bwolcottiana https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.k000612774?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3DIpomoea%2Bwolcottiana https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.gh00054551?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3DIpomoea%2Bwolcottiana,3.2,11.5,1.7,7.16,,,2.2,7,simple,,,Herbario (solo peciolo) (3 isotipos) ,,,,
Solanales,Solanaceae,Athenaea,pogogena,1.58,35.29,13.12,MEDICIONES: (peciolo 1.75) 10.17 x 3.77; (peciolo 2.32) 11.86 x 3.26; (peciolo 1.95) 12.08 x 4.22; (peciolo 4.23) 17.38 x 7.93; (peciolo 1.61) 7.81 x 2.29,,https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.w0031210?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3D%2528athenaea%2Bpogogena%2529 https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.w18890118262?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3D%2528athenaea%2Bpogogena%2529 https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.cord00015690?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3D%2528athenaea%2Bpogogena%2529 https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.br0000005574315?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3D%2528athenaea%2Bpogogena%2529 https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.k000585838?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3D%2528athenaea%2Bpogogena%2529,,,1.61,4.23,,,,,simple,11.86,4.29,"Herbario, 2 tipos (ambos dudosos)",,,,
Solanales,Solanaceae,Solanum,hindsianum,1.89,28.27,12.40,"LEAVES alternate, simple, oblong-lanceolate to ovate, to 6.5 cm long and 4.5 cm wide; blade coriaceous, lower surface densely tomentose, the hairs stellate; margin entire to undulate; petiole to 2.5 cm long; base rounded, truncate or oblique; apex acute to rounded. Leaves, 2-6 cm long, 5-20mm wide",https://d1wqtxts1xzle7.cloudfront.net/48221188/bates_20etal_202009.pdf?1471798101=&response-content-disposition=inline%3B+filename%3DSOLANACEAE_POTATO_FAMILY_PART_TWO_KEY_TO.pdf,,2,9,0,2.5,2,6.5,0.5,4.5,simple,5.5,2.5,,,,,
Vitales,Vitaceae,Cissus,gossypiifolia,38.70,234.00,54.45,"Hojas simples, variables, las de los nudos cercanos a las inflorescencias generalmente de contorno irregular, ovadas, rómbicas, lanceoladas o elípticas y aquellas en las ramas vegetativas (y algunas en las ramas fértiles) 3 ó 5-lobadas, 513.5 cm de largo y 2.513 cm de ancho, ápice agudo u obtuso (redondeado o acuminado), base cuneada, truncada a cordada, cartáceas, con tricomas malpigiáceos esparcidos o glabras, domacios tricomatosos ausentes, nervios terciarios reticulados, a menudo inconspicuos, láminas verde-rojizas cuando secas; pecíolos 1.59.5 cm de largo, estípulas erectas, 1.52.5 mm de largo.",http://www.worldfloraonline.org/taxon/wfo-0000606338,,6.5,23,1.5,9.5,5,13.5,2.5,13,simple,14.75,7.75,,,,,
Vitales,Vitaceae,Cissus,hypoglauca,18.77,154.56,32.26,"Leaves digitately compund; petioles 1.6-4 cm long; leaflets usually 5, petiolules 0.5-4cm long; leaflet blades 3-10 cm x 1.5-4 cm",https://www.biodiversitylibrary.org/page/46703196#page/69/mode/1up,,,,1.6,4,3.5,14,7,28,compound,,,Hoja reconstruida con los datos de la descripcion ,,,,
Vitales,Vitaceae,Cissus,verticillata,23.87,253.03,45.27,"Leaves simple; petiole shorter than blade; blade oblong to ovate, 5–15 × 2–8 cm, unlobed, margins coarsely to finely serrate, surfaces usually hairy, sometimes glabrous. Hojas simples, variables pero no marcadamente dimorfas, ampliamente ovadas a ovado-elípticas a oblongas (lobadas a laciniadas), 2.515 cm de largo y 1.712.5 cm de ancho, ápice agudo a cortamente acuminado, base redondeada a cordada a subhastada, cartáceas, glabras a densamente pilosas, tricomas simples, nervios a menudo aplanados y formando estructuras como domacios, pero sin concentración de tricomas, nervios terciarios moderada a débilmente reticulados, láminas con tonos amarillentos a olivo obscuros cuando secas; pecíolos 16.5 (8.5) cm de largo, estípulas erectas, 24 mm de largo.",http://www.worldfloraonline.org/taxon/wfo-0000607033,,3.5,21.5,1,6.5,2.5,15,1.7,12.5,simple,12.5,7.1,,,,,
Vitales,Vitaceae,Leea,indica,1.68,48.04,32.15,"Leaves 2- or 3-pinnate, petiole 13-23 cm, central petiolules 2-5 cm, lateral petiolules shorter 0.2-0.5 cm, leaf axis 14-30 cm,  leaflets 6-32 × 2.5-8 cm. MEDICIONES (solo peciolo): 4.32; 14.10; 3.54; 2.91; 7.14",http://www.worldfloraonline.org/taxon/wfo-0001145518,https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.k000736495?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3Dleea%2Bindica https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.k000736494?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3Dleea%2Bindica https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.k000736472?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3Dleea%2Bindica https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.k000736378?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3Dleea%2Bindica https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.k000736376?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3Dleea%2Bindica ,14,30,2.91,14.1,,,16,74,compound,,,Hoja reconstruida con los datos de la descripcion ,,,,
Zingiberales,Costaceae,Costus,scaber,1.13,75.92,43.09,"Hojas angostamente elípticas, 1030 cm de largo y 310 cm de ancho, ápice acuminado, base cuneada a redondeada, haz glabra a escasamente pubérula, costa densa y menudamente hirsuta, envés glabro a densa y menudamente pubérulo; lígula 212 mm de largo; Hojas con lámina 10–32 × 3–11 cm, ambos lados generalmente glabros, el haz con el nervio medial estriguloso.",http://www.worldfloraonline.org/taxon/wfo-0000363570,,10,32,,,10,32,3,11,simple,21,7,Hojas sesiles o subsesiles,,,,
Zingiberales,Strelitziaceae,Strelitzia,nicolai,5.06,112.73,62.91,"Falta: Info min. Peciolo; leaves oblong, rounded (rarely cordate) at the base, 3–4 ft. long, 1 1/2–2 ft. wide; petiole up to 6 ft. long",,https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.flora.floc014631?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3DStrelitzia%2Bnicolai,,304.8,,182.88,91.44,121.92,45.72,60.96,simple,289.56,53.34,,,,,
Zygophyllales,Zygophyllaceae,Guaiacum,coulteri,7.40,49.99,16.39,"leaves 2 – 6.2 cm long; leaflets 6 - 12, oblong linear – elliptic (slightly obovate), slightly unequal, 11 – 23 (29) mm long, 4 - 11 mm wide, essentially glabrous, leaflets spaced 3 - 9 mm apart along rachis; petioles moderate – densely ciliate, 1 – 5 (1- 9) mm long; stipules subulate, deciduous",https://cites.org/sites/default/files/eng/com/pc/11/E-PC11-08-02.doc,,2.1,6.7,0.1,0.5,2,6.2,2.2,4.6,compound,4.4,3.4,,,,,
Zygophyllales,Zygophyllaceae,Guaiacum,unijugum,2.09,50.62,17.05,"leaves composed of 2 (4) leaflets, unequal, ovoid 6 – 13 mm long, 3 - 10 mm wide, glabrate to puberulent; petioles densely pubescent, 3 – 5 mm long; stipules puberulent, deciduous",https://cites.org/sites/default/files/eng/com/pc/11/E-PC11-08-02.doc,,0.6,1.5,0.3,0.5,0.3,1,0.6,1.3,compound,1.05,0.95,,,,,
Zygophyllales,Zygophyllaceae,Larrea,tridentata,3.38,39.63,17.67,"Leaves: stipules spreading, not clasping stem, 1–4 mm, fleshy, resinous; petiole to 2 mm; leaflets green to olive brown, 4–18 × 1–8.5 mm, inequilateral, coriaceous, surfaces glutinous; awn between leaflets deciduous, to 2 mm",http://www.efloras.org/flora_page.aspx?flora_id=1,,0.1,1.05,0,0.2,0.1,0.85,0.4,1.8,compound,0.57,1.1,,,,,
Zygophyllales,Zygophyllaceae,Tribulus,terrestris,1.50,48.14,20.75,"Hojas hasta 4.5 cm, con 4-6 pares de folíolos; folíolos 4-10 × 2-5 mm, elípticos a elíptico-ovados, ligeramente suculentos, densamente seríceos en el envés, tornándose glabrescentes, glabrescentes en el haz, la base oblicua, el ápice agudo a subagudo; estípulas 1-5 mm, triangular-lanceoladas, largamente ciliadas, el ápice agudo. Provided by: [I].Flora Mesoamericana. Leaves opposite, even-pinnate, 1.5-5 cm, with 6-16 leaflets; leaflet blades oblong to obliquely oblong, 5-10 × 2-5 mm, base slightly oblique, margin entire, apex acute to obtuse. Flora de China. Leaves 2–4.5 × 1 cm; stipules 1–5 × to 1 mm; leaflets 6–12(–16), ovate to elliptic, largest 4–11 × 2–4 mm, densely sericeous, younger parts silvery, becoming glabrate. Flora of North America. Leaves 2-4.5 cm long, ca 1 cm wide; leaflets 4-6(-8) pairs, subsessile, ovate to elliptic, inequilateral, unequal, acute or obtuse, middle pairs largest, densely ap- pressed silky-pubescent giving younger parts a silvery appearance, becoming glab iate, largest 4-1 1 mm long, 2-4 mm wide. Flora de Panama",http://www.worldfloraonline.org/taxon/wfo-0000457857,,1.5,5,,,1.5,5,1,1,compound,3.25,1,,,,,
